text,eID,event,fact_value,relative_source,sourcePhrase
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e23,choosing,Uu,AUTHOR,he
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e23,choosing,Uu,he_AUTHOR,he
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e24,chosen,Uu,AUTHOR,he
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e24,chosen,Uu,he_AUTHOR,he
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e27,said,CT+,AUTHOR,he
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e30,said,CT+,AUTHOR,"Mark Shepperd , an analyst at UBS Phillips & Drew in London"
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e31,suspect,CT+,Shepperd_AUTHOR,"Mark Shepperd , an analyst at UBS Phillips & Drew in London I"
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e31,suspect,Uu,AUTHOR,"Mark Shepperd , an analyst at UBS Phillips & Drew in London I"
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e32,surprised,Uu,AUTHOR,"Mark Shepperd , an analyst at UBS Phillips & Drew in London I"
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e32,surprised,Uu,DUMMY_AUTHOR,"Mark Shepperd , an analyst at UBS Phillips & Drew in London I"
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e363,on,CT+,he_AUTHOR,he
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e363,on,Uu,AUTHOR,he
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e55,departure,CT+,AUTHOR,Mr. Reupke
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e55,departure,CT+,Reupke_AUTHOR,Mr. Reupke
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e57,departure,CT+,he_AUTHOR,he
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e57,departure,Uu,AUTHOR,he
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e66,departure,CT+,I=Shepperd_AUTHOR,"Mark Shepperd , an analyst at UBS Phillips & Drew in London I"
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e66,departure,Uu,AUTHOR,"Mark Shepperd , an analyst at UBS Phillips & Drew in London I"
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e67,irrelevant,PR+,I=Shepperd_AUTHOR,"Mark Shepperd , an analyst at UBS Phillips & Drew in London I"
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e67,irrelevant,Uu,AUTHOR,"Mark Shepperd , an analyst at UBS Phillips & Drew in London I"
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e75,departure,CT+,DUMMY_AUTHOR,"Mark Shepperd , an analyst at UBS Phillips & Drew in London I"
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e75,departure,Uu,AUTHOR,"Mark Shepperd , an analyst at UBS Phillips & Drew in London I"
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e76,signals,PR-,DUMMY_AUTHOR,"Mark Shepperd , an analyst at UBS Phillips & Drew in London I"
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e76,signals,Uu,AUTHOR,"Mark Shepperd , an analyst at UBS Phillips & Drew in London I"
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e77,change,PR-,DUMMY_AUTHOR,"Mark Shepperd , an analyst at UBS Phillips & Drew in London I"
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e77,change,Uu,AUTHOR,"Mark Shepperd , an analyst at UBS Phillips & Drew in London I"
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e78,strategy,CT+,DUMMY_AUTHOR,"Mark Shepperd , an analyst at UBS Phillips & Drew in London I"
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e78,strategy,Uu,AUTHOR,"Mark Shepperd , an analyst at UBS Phillips & Drew in London I"
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e79,change,PR-,DUMMY_AUTHOR,"Mark Shepperd , an analyst at UBS Phillips & Drew in London I"
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e79,change,Uu,AUTHOR,"Mark Shepperd , an analyst at UBS Phillips & Drew in London I"
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e8,split,CT+,company_AUTHOR,the company
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e8,split,Uu,AUTHOR,the company
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e80,profit,CT+,DUMMY_AUTHOR,"Mark Shepperd , an analyst at UBS Phillips & Drew in London I"
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e80,profit,Uu,AUTHOR,"Mark Shepperd , an analyst at UBS Phillips & Drew in London I"
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e81,expectations,CT+,DUMMY_AUTHOR,"Mark Shepperd , an analyst at UBS Phillips & Drew in London I"
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e81,expectations,Uu,AUTHOR,"Mark Shepperd , an analyst at UBS Phillips & Drew in London I"
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e9,said,CT+,AUTHOR,the company
https://w3id.org/provcorp/np/protected/text/wsj_0159.RAwb4twCXIKHeF8QB_UxhRAfbWzpIq82aek-EiaICfZW0#text,e21,tendered,CT+,Acquisition_AUTHOR,its offer
https://w3id.org/provcorp/np/protected/text/wsj_0159.RAwb4twCXIKHeF8QB_UxhRAfbWzpIq82aek-EiaICfZW0#text,e21,tendered,Uu,AUTHOR,its offer
https://w3id.org/provcorp/np/protected/text/wsj_0160.RAMcYyM0g7vbT58xhbYw0M4ZrVcZk6bvzeSamEskxjCBA#text,e1,reported,CT+,AUTHOR,Savin Corp.
https://w3id.org/provcorp/np/protected/text/wsj_0160.RAMcYyM0g7vbT58xhbYw0M4ZrVcZk6bvzeSamEskxjCBA#text,e137,softening,CT+,Savin_AUTHOR,Savin
https://w3id.org/provcorp/np/protected/text/wsj_0160.RAMcYyM0g7vbT58xhbYw0M4ZrVcZk6bvzeSamEskxjCBA#text,e137,softening,Uu,AUTHOR,Savin
https://w3id.org/provcorp/np/protected/text/wsj_0160.RAMcYyM0g7vbT58xhbYw0M4ZrVcZk6bvzeSamEskxjCBA#text,e18,offset,CT+,he_AUTHOR,he
https://w3id.org/provcorp/np/protected/text/wsj_0160.RAMcYyM0g7vbT58xhbYw0M4ZrVcZk6bvzeSamEskxjCBA#text,e18,offset,Uu,AUTHOR,he
https://w3id.org/provcorp/np/protected/text/wsj_0160.RAMcYyM0g7vbT58xhbYw0M4ZrVcZk6bvzeSamEskxjCBA#text,e19,sale,CT+,he_AUTHOR,he
https://w3id.org/provcorp/np/protected/text/wsj_0160.RAMcYyM0g7vbT58xhbYw0M4ZrVcZk6bvzeSamEskxjCBA#text,e19,sale,Uu,AUTHOR,he
https://w3id.org/provcorp/np/protected/text/wsj_0160.RAMcYyM0g7vbT58xhbYw0M4ZrVcZk6bvzeSamEskxjCBA#text,e2,loss,CT+,Corp._AUTHOR,Savin Corp.
https://w3id.org/provcorp/np/protected/text/wsj_0160.RAMcYyM0g7vbT58xhbYw0M4ZrVcZk6bvzeSamEskxjCBA#text,e2,loss,Uu,AUTHOR,Savin Corp.
https://w3id.org/provcorp/np/protected/text/wsj_0160.RAMcYyM0g7vbT58xhbYw0M4ZrVcZk6bvzeSamEskxjCBA#text,e23,said,CT+,AUTHOR,he
https://w3id.org/provcorp/np/protected/text/wsj_0160.RAMcYyM0g7vbT58xhbYw0M4ZrVcZk6bvzeSamEskxjCBA#text,e25,cited,CT+,AUTHOR,Savin
https://w3id.org/provcorp/np/protected/text/wsj_0160.RAMcYyM0g7vbT58xhbYw0M4ZrVcZk6bvzeSamEskxjCBA#text,e32,profit,CT+,AUTHOR,Savin Corp.
https://w3id.org/provcorp/np/protected/text/wsj_0160.RAMcYyM0g7vbT58xhbYw0M4ZrVcZk6bvzeSamEskxjCBA#text,e4,said,CT+,AUTHOR,"A spokesman for the Stamford , Conn.based company"
https://w3id.org/provcorp/np/protected/text/wsj_0160.RAMcYyM0g7vbT58xhbYw0M4ZrVcZk6bvzeSamEskxjCBA#text,e40,gain,CT+,he_AUTHOR,he
https://w3id.org/provcorp/np/protected/text/wsj_0160.RAMcYyM0g7vbT58xhbYw0M4ZrVcZk6bvzeSamEskxjCBA#text,e40,gain,Uu,AUTHOR,he
https://w3id.org/provcorp/np/protected/text/wsj_0160.RAMcYyM0g7vbT58xhbYw0M4ZrVcZk6bvzeSamEskxjCBA#text,e6,loss,CT+,spokesman_AUTHOR,"A spokesman for the Stamford , Conn.based company"
https://w3id.org/provcorp/np/protected/text/wsj_0160.RAMcYyM0g7vbT58xhbYw0M4ZrVcZk6bvzeSamEskxjCBA#text,e6,loss,Uu,AUTHOR,"A spokesman for the Stamford , Conn.based company"
https://w3id.org/provcorp/np/protected/text/wsj_0161.RA8aBMzICicS-d7M-xGmI5GPhrv1Com2i9E1oqMW0Wnww#text,e1,said,CT+,AUTHOR,Hadson Corp.
https://w3id.org/provcorp/np/protected/text/wsj_0161.RA8aBMzICicS-d7M-xGmI5GPhrv1Com2i9E1oqMW0Wnww#text,e12,reimbursed,CT-,energy_AUTHOR,The Oklahoma City energy and defense concern
https://w3id.org/provcorp/np/protected/text/wsj_0161.RA8aBMzICicS-d7M-xGmI5GPhrv1Com2i9E1oqMW0Wnww#text,e12,reimbursed,Uu,AUTHOR,The Oklahoma City energy and defense concern
https://w3id.org/provcorp/np/protected/text/wsj_0161.RA8aBMzICicS-d7M-xGmI5GPhrv1Com2i9E1oqMW0Wnww#text,e15,said,CT+,AUTHOR,Hadson
https://w3id.org/provcorp/np/protected/text/wsj_0161.RA8aBMzICicS-d7M-xGmI5GPhrv1Com2i9E1oqMW0Wnww#text,e16,write,CT+,Hadson_AUTHOR,Hadson
https://w3id.org/provcorp/np/protected/text/wsj_0161.RA8aBMzICicS-d7M-xGmI5GPhrv1Com2i9E1oqMW0Wnww#text,e16,write,Uu,AUTHOR,Hadson
https://w3id.org/provcorp/np/protected/text/wsj_0161.RA8aBMzICicS-d7M-xGmI5GPhrv1Com2i9E1oqMW0Wnww#text,e2,expects,CT+,Corp._AUTHOR,Hadson Corp. it
https://w3id.org/provcorp/np/protected/text/wsj_0161.RA8aBMzICicS-d7M-xGmI5GPhrv1Com2i9E1oqMW0Wnww#text,e2,expects,Uu,AUTHOR,Hadson Corp. it
https://w3id.org/provcorp/np/protected/text/wsj_0161.RA8aBMzICicS-d7M-xGmI5GPhrv1Com2i9E1oqMW0Wnww#text,e20,cited,CT+,AUTHOR,The company
https://w3id.org/provcorp/np/protected/text/wsj_0161.RA8aBMzICicS-d7M-xGmI5GPhrv1Com2i9E1oqMW0Wnww#text,e21,amortization,CT+,company_AUTHOR,The company
https://w3id.org/provcorp/np/protected/text/wsj_0161.RA8aBMzICicS-d7M-xGmI5GPhrv1Com2i9E1oqMW0Wnww#text,e21,amortization,Uu,AUTHOR,The company
https://w3id.org/provcorp/np/protected/text/wsj_0161.RA8aBMzICicS-d7M-xGmI5GPhrv1Com2i9E1oqMW0Wnww#text,e23,loss,CT+,AUTHOR,The company
https://w3id.org/provcorp/np/protected/text/wsj_0161.RA8aBMzICicS-d7M-xGmI5GPhrv1Com2i9E1oqMW0Wnww#text,e23,loss,CT+,company_AUTHOR,The company
https://w3id.org/provcorp/np/protected/text/wsj_0161.RA8aBMzICicS-d7M-xGmI5GPhrv1Com2i9E1oqMW0Wnww#text,e29,unsuccessful,CT+,Hadson_AUTHOR,Hadson
https://w3id.org/provcorp/np/protected/text/wsj_0161.RA8aBMzICicS-d7M-xGmI5GPhrv1Com2i9E1oqMW0Wnww#text,e29,unsuccessful,Uu,AUTHOR,Hadson
https://w3id.org/provcorp/np/protected/text/wsj_0161.RA8aBMzICicS-d7M-xGmI5GPhrv1Com2i9E1oqMW0Wnww#text,e30,exploration,CT+,Hadson_AUTHOR,Hadson
https://w3id.org/provcorp/np/protected/text/wsj_0161.RA8aBMzICicS-d7M-xGmI5GPhrv1Com2i9E1oqMW0Wnww#text,e30,exploration,Uu,AUTHOR,Hadson
https://w3id.org/provcorp/np/protected/text/wsj_0161.RA8aBMzICicS-d7M-xGmI5GPhrv1Com2i9E1oqMW0Wnww#text,e33,costs,CT+,company_AUTHOR,The company
https://w3id.org/provcorp/np/protected/text/wsj_0161.RA8aBMzICicS-d7M-xGmI5GPhrv1Com2i9E1oqMW0Wnww#text,e33,costs,Uu,AUTHOR,The company
https://w3id.org/provcorp/np/protected/text/wsj_0161.RA8aBMzICicS-d7M-xGmI5GPhrv1Com2i9E1oqMW0Wnww#text,e4,report,PR+,it=Corp._AUTHOR,Hadson Corp. it
https://w3id.org/provcorp/np/protected/text/wsj_0161.RA8aBMzICicS-d7M-xGmI5GPhrv1Com2i9E1oqMW0Wnww#text,e4,report,Uu,AUTHOR,Hadson Corp. it
https://w3id.org/provcorp/np/protected/text/wsj_0161.RA8aBMzICicS-d7M-xGmI5GPhrv1Com2i9E1oqMW0Wnww#text,e5,loss,PR+,it=Corp._AUTHOR,Hadson Corp. it
https://w3id.org/provcorp/np/protected/text/wsj_0161.RA8aBMzICicS-d7M-xGmI5GPhrv1Com2i9E1oqMW0Wnww#text,e5,loss,Uu,AUTHOR,Hadson Corp. it
https://w3id.org/provcorp/np/protected/text/wsj_0161.RA8aBMzICicS-d7M-xGmI5GPhrv1Com2i9E1oqMW0Wnww#text,e64,reserve,CT+,energy_AUTHOR,The Oklahoma City energy and defense concern
https://w3id.org/provcorp/np/protected/text/wsj_0161.RA8aBMzICicS-d7M-xGmI5GPhrv1Com2i9E1oqMW0Wnww#text,e64,reserve,Uu,AUTHOR,The Oklahoma City energy and defense concern
https://w3id.org/provcorp/np/protected/text/wsj_0161.RA8aBMzICicS-d7M-xGmI5GPhrv1Com2i9E1oqMW0Wnww#text,e65,charge,CT+,energy_AUTHOR,The Oklahoma City energy and defense concern
https://w3id.org/provcorp/np/protected/text/wsj_0161.RA8aBMzICicS-d7M-xGmI5GPhrv1Com2i9E1oqMW0Wnww#text,e65,charge,Uu,AUTHOR,The Oklahoma City energy and defense concern
https://w3id.org/provcorp/np/protected/text/wsj_0161.RA8aBMzICicS-d7M-xGmI5GPhrv1Com2i9E1oqMW0Wnww#text,e66,costs,CT+,energy_AUTHOR,The Oklahoma City energy and defense concern
https://w3id.org/provcorp/np/protected/text/wsj_0161.RA8aBMzICicS-d7M-xGmI5GPhrv1Com2i9E1oqMW0Wnww#text,e66,costs,Uu,AUTHOR,The Oklahoma City energy and defense concern
https://w3id.org/provcorp/np/protected/text/wsj_0161.RA8aBMzICicS-d7M-xGmI5GPhrv1Com2i9E1oqMW0Wnww#text,e7,said,CT+,AUTHOR,The Oklahoma City energy and defense concern
https://w3id.org/provcorp/np/protected/text/wsj_0161.RA8aBMzICicS-d7M-xGmI5GPhrv1Com2i9E1oqMW0Wnww#text,e8,record,CT+,energy_AUTHOR,The Oklahoma City energy and defense concern
https://w3id.org/provcorp/np/protected/text/wsj_0161.RA8aBMzICicS-d7M-xGmI5GPhrv1Com2i9E1oqMW0Wnww#text,e8,record,Uu,AUTHOR,The Oklahoma City energy and defense concern
https://w3id.org/provcorp/np/protected/text/wsj_0165.RAXjPZI60YSjcBZ-kDGc0Lxp9LTIddGqqeAuUhCfSZLAM#text,e1,said,CT+,AUTHOR,"Heritage Media Corp. , New York"
https://w3id.org/provcorp/np/protected/text/wsj_0165.RAXjPZI60YSjcBZ-kDGc0Lxp9LTIddGqqeAuUhCfSZLAM#text,e14,exercised,Uu,AUTHOR,a Heritage spokesman
https://w3id.org/provcorp/np/protected/text/wsj_0165.RAXjPZI60YSjcBZ-kDGc0Lxp9LTIddGqqeAuUhCfSZLAM#text,e14,exercised,Uu,spokesman_AUTHOR,a Heritage spokesman
https://w3id.org/provcorp/np/protected/text/wsj_0165.RAXjPZI60YSjcBZ-kDGc0Lxp9LTIddGqqeAuUhCfSZLAM#text,e15,issue,PR+,spokesman_AUTHOR,a Heritage spokesman
https://w3id.org/provcorp/np/protected/text/wsj_0165.RAXjPZI60YSjcBZ-kDGc0Lxp9LTIddGqqeAuUhCfSZLAM#text,e15,issue,Uu,AUTHOR,a Heritage spokesman
https://w3id.org/provcorp/np/protected/text/wsj_0165.RAXjPZI60YSjcBZ-kDGc0Lxp9LTIddGqqeAuUhCfSZLAM#text,e17,estimated,CT+,AUTHOR,a Heritage spokesman
https://w3id.org/provcorp/np/protected/text/wsj_0165.RAXjPZI60YSjcBZ-kDGc0Lxp9LTIddGqqeAuUhCfSZLAM#text,e2,offered,CT+,Corp._AUTHOR,"Heritage Media Corp. , New York it"
https://w3id.org/provcorp/np/protected/text/wsj_0165.RAXjPZI60YSjcBZ-kDGc0Lxp9LTIddGqqeAuUhCfSZLAM#text,e2,offered,Uu,AUTHOR,"Heritage Media Corp. , New York it"
https://w3id.org/provcorp/np/protected/text/wsj_0165.RAXjPZI60YSjcBZ-kDGc0Lxp9LTIddGqqeAuUhCfSZLAM#text,e29,completion,Uu,AUTHOR,a Heritage spokesman
https://w3id.org/provcorp/np/protected/text/wsj_0165.RAXjPZI60YSjcBZ-kDGc0Lxp9LTIddGqqeAuUhCfSZLAM#text,e29,completion,Uu,spokesman_AUTHOR,a Heritage spokesman
https://w3id.org/provcorp/np/protected/text/wsj_0165.RAXjPZI60YSjcBZ-kDGc0Lxp9LTIddGqqeAuUhCfSZLAM#text,e3,buy,Uu,AUTHOR,"Heritage Media Corp. , New York it"
https://w3id.org/provcorp/np/protected/text/wsj_0165.RAXjPZI60YSjcBZ-kDGc0Lxp9LTIddGqqeAuUhCfSZLAM#text,e3,buy,Uu,Corp._AUTHOR,"Heritage Media Corp. , New York it"
https://w3id.org/provcorp/np/protected/text/wsj_0165.RAXjPZI60YSjcBZ-kDGc0Lxp9LTIddGqqeAuUhCfSZLAM#text,e30,transaction,Uu,AUTHOR,a Heritage spokesman
https://w3id.org/provcorp/np/protected/text/wsj_0165.RAXjPZI60YSjcBZ-kDGc0Lxp9LTIddGqqeAuUhCfSZLAM#text,e30,transaction,Uu,spokesman_AUTHOR,a Heritage spokesman
https://w3id.org/provcorp/np/protected/text/wsj_0165.RAXjPZI60YSjcBZ-kDGc0Lxp9LTIddGqqeAuUhCfSZLAM#text,e6,swap,Uu,AUTHOR,"Heritage Media Corp. , New York it"
https://w3id.org/provcorp/np/protected/text/wsj_0165.RAXjPZI60YSjcBZ-kDGc0Lxp9LTIddGqqeAuUhCfSZLAM#text,e6,swap,Uu,Corp._AUTHOR,"Heritage Media Corp. , New York it"
https://w3id.org/provcorp/np/protected/text/wsj_0167.RA-Y26UiQoMd5U9VS1ZgTREK_UV6-3-9b1IlrnHABiZII#text,e12,said,CT+,AUTHOR,RMS
https://w3id.org/provcorp/np/protected/text/wsj_0167.RA-Y26UiQoMd5U9VS1ZgTREK_UV6-3-9b1IlrnHABiZII#text,e16,reported,CT+,AUTHOR,the company
https://w3id.org/provcorp/np/protected/text/wsj_0167.RA-Y26UiQoMd5U9VS1ZgTREK_UV6-3-9b1IlrnHABiZII#text,e1991,requirements,CT+,company_AUTHOR,The company
https://w3id.org/provcorp/np/protected/text/wsj_0167.RA-Y26UiQoMd5U9VS1ZgTREK_UV6-3-9b1IlrnHABiZII#text,e1991,requirements,Uu,AUTHOR,The company
https://w3id.org/provcorp/np/protected/text/wsj_0167.RA-Y26UiQoMd5U9VS1ZgTREK_UV6-3-9b1IlrnHABiZII#text,e1994,had,CT+,RMS_AUTHOR,RMS
https://w3id.org/provcorp/np/protected/text/wsj_0167.RA-Y26UiQoMd5U9VS1ZgTREK_UV6-3-9b1IlrnHABiZII#text,e1994,had,Uu,AUTHOR,RMS
https://w3id.org/provcorp/np/protected/text/wsj_0167.RA-Y26UiQoMd5U9VS1ZgTREK_UV6-3-9b1IlrnHABiZII#text,e1996,loss,CT+,RMS_AUTHOR,RMS
https://w3id.org/provcorp/np/protected/text/wsj_0167.RA-Y26UiQoMd5U9VS1ZgTREK_UV6-3-9b1IlrnHABiZII#text,e1996,loss,Uu,AUTHOR,RMS
https://w3id.org/provcorp/np/protected/text/wsj_0167.RA-Y26UiQoMd5U9VS1ZgTREK_UV6-3-9b1IlrnHABiZII#text,e1997,loss,CT+,company_AUTHOR,the company
https://w3id.org/provcorp/np/protected/text/wsj_0167.RA-Y26UiQoMd5U9VS1ZgTREK_UV6-3-9b1IlrnHABiZII#text,e1997,loss,Uu,AUTHOR,the company
https://w3id.org/provcorp/np/protected/text/wsj_0167.RA-Y26UiQoMd5U9VS1ZgTREK_UV6-3-9b1IlrnHABiZII#text,e1998,income,CT+,AUTHOR,the company
https://w3id.org/provcorp/np/protected/text/wsj_0167.RA-Y26UiQoMd5U9VS1ZgTREK_UV6-3-9b1IlrnHABiZII#text,e2,said,CT+,AUTHOR,"RMS International Inc. , Hasbrouk Heights N.J."
https://w3id.org/provcorp/np/protected/text/wsj_0167.RA-Y26UiQoMd5U9VS1ZgTREK_UV6-3-9b1IlrnHABiZII#text,e3,seeking,CT+,Inc._AUTHOR,"RMS International Inc. , Hasbrouk Heights N.J. it"
https://w3id.org/provcorp/np/protected/text/wsj_0167.RA-Y26UiQoMd5U9VS1ZgTREK_UV6-3-9b1IlrnHABiZII#text,e3,seeking,Uu,AUTHOR,"RMS International Inc. , Hasbrouk Heights N.J. it"
https://w3id.org/provcorp/np/protected/text/wsj_0167.RA-Y26UiQoMd5U9VS1ZgTREK_UV6-3-9b1IlrnHABiZII#text,e4,said,CT+,AUTHOR,The company
https://w3id.org/provcorp/np/protected/text/wsj_0167.RA-Y26UiQoMd5U9VS1ZgTREK_UV6-3-9b1IlrnHABiZII#text,e7,maintain,CT-,company_AUTHOR,The company
https://w3id.org/provcorp/np/protected/text/wsj_0167.RA-Y26UiQoMd5U9VS1ZgTREK_UV6-3-9b1IlrnHABiZII#text,e7,maintain,Uu,AUTHOR,The company
https://w3id.org/provcorp/np/protected/text/wsj_0168.RAwTJvUVO_uA7dpmJVSXiotdcRjWPh9aHHcxu-4Vq5omE#text,e1,said,CT+,AUTHOR,Meridian National Corp.
https://w3id.org/provcorp/np/protected/text/wsj_0168.RAwTJvUVO_uA7dpmJVSXiotdcRjWPh9aHHcxu-4Vq5omE#text,e14,sale,CT+,AUTHOR,"William Feniger , chief executive officer of Toledo Ohio-based Meridian"
https://w3id.org/provcorp/np/protected/text/wsj_0168.RAwTJvUVO_uA7dpmJVSXiotdcRjWPh9aHHcxu-4Vq5omE#text,e14,sale,CT+,Feniger_AUTHOR,"William Feniger , chief executive officer of Toledo Ohio-based Meridian"
https://w3id.org/provcorp/np/protected/text/wsj_0168.RAwTJvUVO_uA7dpmJVSXiotdcRjWPh9aHHcxu-4Vq5omE#text,e15,sale,CT+,AUTHOR,"William Feniger , chief executive officer of Toledo Ohio-based Meridian"
https://w3id.org/provcorp/np/protected/text/wsj_0168.RAwTJvUVO_uA7dpmJVSXiotdcRjWPh9aHHcxu-4Vq5omE#text,e15,sale,CT+,Feniger_AUTHOR,"William Feniger , chief executive officer of Toledo Ohio-based Meridian"
https://w3id.org/provcorp/np/protected/text/wsj_0168.RAwTJvUVO_uA7dpmJVSXiotdcRjWPh9aHHcxu-4Vq5omE#text,e16,offering,CT+,AUTHOR,"William Feniger , chief executive officer of Toledo Ohio-based Meridian"
https://w3id.org/provcorp/np/protected/text/wsj_0168.RAwTJvUVO_uA7dpmJVSXiotdcRjWPh9aHHcxu-4Vq5omE#text,e17,increased,CT+,Feniger_AUTHOR,"William Feniger , chief executive officer of Toledo Ohio-based Meridian"
https://w3id.org/provcorp/np/protected/text/wsj_0168.RAwTJvUVO_uA7dpmJVSXiotdcRjWPh9aHHcxu-4Vq5omE#text,e17,increased,Uu,AUTHOR,"William Feniger , chief executive officer of Toledo Ohio-based Meridian"
https://w3id.org/provcorp/np/protected/text/wsj_0168.RAwTJvUVO_uA7dpmJVSXiotdcRjWPh9aHHcxu-4Vq5omE#text,e18,said,CT+,AUTHOR,"William Feniger , chief executive officer of Toledo Ohio-based Meridian"
https://w3id.org/provcorp/np/protected/text/wsj_0168.RAwTJvUVO_uA7dpmJVSXiotdcRjWPh9aHHcxu-4Vq5omE#text,e2,sold,CT+,Corp._AUTHOR,Meridian National Corp.
